"gene_short_name","id","WormCategory.1","WormCategory.2","WormCategory.3"
"chs-2","WBGene00000497","Metabolism","Metabolism: amino sugar","Metabolism: amino sugar"
"F48A11.4","WBGene00018585","Unassigned","Unassigned","Unassigned"
"ubxn-3","WBGene00018586","Proteolysis proteasome","Proteolysis proteasome: unassigned","Proteolysis proteasome: unassigned"
"Y43H11AL.1","WBGene00021545","Protein modification","Protein modification: methyltransferase","Protein modification: methyltransferase"
"laat-1","WBGene00021546","Transmembrane transport","Transmembrane transport: amino acid","Transmembrane transport: amino acid"
"pqn-85","WBGene00004166","Unassigned","Unassigned","Unassigned: prion domain"
"cat-2","WBGene00000296","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neurotransmitter metabolism"
"B0432.14","WBGene00044640","Unassigned","Unassigned","Unassigned"
"B0432.7","WBGene00015188","Unassigned","Unassigned","Unassigned"
"B0432.8","WBGene00015189","DNA","DNA: nuclease","DNA: nuclease"
"B0432.13","WBGene00015194","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"B0432.9","WBGene00015190","Unassigned","Unassigned","Unassigned"
"B0432.10","WBGene00015191","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"misc-1","WBGene00015186","Transmembrane transport","Transmembrane transport: mitochondrial","Transmembrane transport: mitochondrial: solute carrier"
"mrpl-41","WBGene00015185","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ribosome"
"djr-1.1","WBGene00015184","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned"
"B0432.11","WBGene00015192",NA,NA,NA
"clec-117","WBGene00015193",NA,NA,NA
"B0432.1","WBGene00015183","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned"
"K01A2.6","WBGene00019281",NA,NA,NA
"K01A2.5","WBGene00019280","Stress response","Stress response: unassigned","Stress response: unassigned"
"col-69","WBGene00000645","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"K01A2.4","WBGene00019279",NA,NA,NA
"mps-2","WBGene00019282","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"K01A2.9","WBGene00019283",NA,NA,NA
"K01A2.12","WBGene00086561",NA,NA,NA
"far-7","WBGene00001391","Metabolism","Metabolism: lipid","Metabolism: lipid: binding"
"K01A2.10","WBGene00019284","Unassigned","Unassigned","Unassigned"
"sgcb-1","WBGene00019277","Cytoskeleton","Cytoskeleton: actin function","Cytoskeleton: actin function: binding"
"cbn-1","WBGene00019285","Unassigned","Unassigned","Unassigned"
"cpn-2","WBGene00000778","Unassigned","Unassigned","Unassigned"
"D1069.1","WBGene00017036",NA,NA,NA
"D1069.3","WBGene00017037",NA,NA,NA
"dmsr-4","WBGene00017038","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor:  dmsr"
"ptr-3","WBGene00004218","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like"
"C03H5.4","WBGene00015406",NA,NA,NA
"C03H5.9","WBGene00206366",NA,NA,NA
"C03H5.7","WBGene00015409",NA,NA,NA
"C03H5.5","WBGene00015407","Ribosome","Ribosome: EIF","Ribosome: EIF"
"C03H5.3","WBGene00015405","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"nstp-4","WBGene00015404","Transmembrane transport","Transmembrane transport: unassigned","Transmembrane transport: unassigned"
"C03H5.6","WBGene00015408","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"clec-10","WBGene00015403",NA,NA,NA
"C24H12.5","WBGene00016074",NA,NA,NA
"C24H12.4","WBGene00016073","mRNA functions","mRNA functions: processing","mRNA functions: processing: helicase"
"C24H12.6","WBGene00016075",NA,NA,NA
"C24H12.8","WBGene00016077",NA,NA,NA
"C24H12.18","WBGene00235333",NA,NA,NA
"C24H12.2","WBGene00016072",NA,NA,NA
"C24H12.1","WBGene00016071",NA,NA,NA
"W10D9.1","WBGene00021129",NA,NA,NA
"W10D9.6","WBGene00185079",NA,NA,NA
"W10D9.3","WBGene00021131",NA,NA,NA
"nfyb-1","WBGene00021132","Transcription factor","Transcription factor: NF","Transcription factor: NF"
"tomm-22","WBGene00021133","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: translocase"
"nol-1","WBGene00021073","mRNA functions","mRNA functions: methylation","mRNA functions: methylation: unassigned"
"W07E6.5","WBGene00021076",NA,NA,NA
"W07E6.2","WBGene00021074","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"prp-21","WBGene00004188","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"W07E6.3","WBGene00021075","Metabolism","Metabolism: lipid","Metabolism: lipid: sphingolipid"
"T27A1.1","WBGene00005324",NA,NA,NA
"srh-105","WBGene00005512",NA,NA,NA
"mab-9","WBGene00003106","Transcription factor","Transcription factor: ZF","Transcription factor: ZF"
"slc-36.2","WBGene00020837","Transmembrane transport","Transmembrane transport: amino acid","Transmembrane transport: amino acid"
"lgc-34","WBGene00020836","Transmembrane transport","Transmembrane transport: extracellular ligand gated channel","Transmembrane transport: extracellular ligand gated channel"
"T27A1.2","WBGene00020834",NA,NA,NA
"T27A1.3","WBGene00020835",NA,NA,NA
"mlt-10","WBGene00015646","Development","Development: somatic","Development: somatic"
"lips-7","WBGene00015645","Metabolism","Metabolism: lipid","Metabolism: lipid: lipase"
"C09E8.1","WBGene00015644","Unassigned","Unassigned","Unassigned: membrane spanning domain"
"W08F4.5","WBGene00021094","Unassigned","Unassigned","Unassigned"
"mlt-8","WBGene00021095","Development","Development: somatic","Development: somatic"
"W08F4.7","WBGene00021096",NA,NA,NA
"cdc-37","WBGene00021097","Cell cycle","Cell cycle: unassigned","Cell cycle: unassigned"
"W08F4.3","WBGene00021093","Unassigned","Unassigned","Unassigned"
"fbxb-14","WBGene00021098",NA,NA,NA
"W08F4.12","WBGene00021101",NA,NA,NA
"W08F4.13","WBGene00044733",NA,NA,NA
"fbxb-34","WBGene00021092",NA,NA,NA
"W08F4.10","WBGene00021099",NA,NA,NA
"W08F4.1","WBGene00021091","Unassigned","Unassigned","Unassigned"
"nhl-3","WBGene00003599","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"W04H10.2","WBGene00021031",NA,NA,NA
"W04H10.5","WBGene00206416",NA,NA,NA
"W04H10.6","WBGene00206417",NA,NA,NA
"W04H10.1","WBGene00021030","Unassigned","Unassigned","Unassigned"
"clec-118","WBGene00021032",NA,NA,NA
"T04B8.5","WBGene00020207","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier"
"arrd-1","WBGene00020205",NA,NA,NA
"T04B8.1","WBGene00020203",NA,NA,NA
"K07E8.6","WBGene00019497",NA,NA,NA
"K07E8.7","WBGene00019498","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"frpr-14","WBGene00019496","Signaling","Signaling: unassigned","Signaling: unassigned"
"sdz-24","WBGene00019495",NA,NA,NA
"sri-45","WBGene00005557",NA,NA,NA
"sri-46","WBGene00005558",NA,NA,NA
"Y39F10C.3","WBGene00206368",NA,NA,NA
"Y39F10C.1","WBGene00021457",NA,NA,NA
"T02H6.9","WBGene00020179",NA,NA,NA
"T02H6.10","WBGene00020180",NA,NA,NA
"T02H6.8","WBGene00020178",NA,NA,NA
"T02H6.7","WBGene00020177",NA,NA,NA
"T02H6.6","WBGene00020176",NA,NA,NA
"T02H6.5","WBGene00020175",NA,NA,NA
"T02H6.4","WBGene00020174",NA,NA,NA
"T02H6.3","WBGene00020173",NA,NA,NA
"T02H6.11","WBGene00020181","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: complex III"
"thoc-1","WBGene00020172","mRNA functions","mRNA functions: processing","mRNA functions: processing: export"
"T02H6.1","WBGene00020171",NA,NA,NA
"Y39F10B.1","WBGene00021456","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rab"
"fbxc-48","WBGene00015615",NA,NA,NA
"snt-6","WBGene00004926","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: vesicle trafficking"
"C08G5.7","WBGene00044418",NA,NA,NA
"C08G5.6","WBGene00015618","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y39F10A.1","WBGene00021452",NA,NA,NA
"Y39F10A.3","WBGene00021454",NA,NA,NA
"Y39F10A.6","WBGene00269332",NA,NA,NA
"F46F5.16","WBGene00018507",NA,NA,NA
"F46F5.15","WBGene00018506",NA,NA,NA
"F46F5.1","WBGene00018493",NA,NA,NA
"F46F5.14","WBGene00018505",NA,NA,NA
"F46F5.13","WBGene00018504",NA,NA,NA
"F46F5.11","WBGene00018502",NA,NA,NA
"F46F5.5","WBGene00018496",NA,NA,NA
"msrp-3","WBGene00018497","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"F46F5.7","WBGene00018498",NA,NA,NA
"F46F5.8","WBGene00018499",NA,NA,NA
"msrp-4","WBGene00018500","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"F46F5.10","WBGene00018501",NA,NA,NA
"F28A10.1","WBGene00017869",NA,NA,NA
"F28A10.8","WBGene00017876",NA,NA,NA
"F28A10.3","WBGene00017871",NA,NA,NA
"F28A10.4","WBGene00017872",NA,NA,NA
"F28A10.7","WBGene00017875",NA,NA,NA
"acdh-9","WBGene00017874","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation"
"F28A10.5","WBGene00017873",NA,NA,NA
"Y46B2A.2","WBGene00021577",NA,NA,NA
"Y46B2A.3","WBGene00021578",NA,NA,NA
"fbxc-51","WBGene00021576",NA,NA,NA
"alg-2","WBGene00000106",NA,NA,NA
"T07D3.4","WBGene00020307",NA,NA,NA
"T07D3.9","WBGene00020311",NA,NA,NA
"T07D3.2","WBGene00020305",NA,NA,NA
"fbxc-24","WBGene00019927",NA,NA,NA
"fbxc-27","WBGene00019926",NA,NA,NA
"fbxc-31","WBGene00019925",NA,NA,NA
"fbxc-33","WBGene00019924",NA,NA,NA
"fbxc-29","WBGene00019923",NA,NA,NA
"fbxc-30","WBGene00045302",NA,NA,NA
"clec-44","WBGene00019928",NA,NA,NA
"fbxc-28","WBGene00019922",NA,NA,NA
"R07C3.13","WBGene00019929",NA,NA,NA
"fbxc-34","WBGene00019921",NA,NA,NA
"acs-15","WBGene00019920",NA,NA,NA
"R07C3.3","WBGene00019919",NA,NA,NA
"fbxc-36","WBGene00019918",NA,NA,NA
"clec-43","WBGene00019917",NA,NA,NA
"fbxc-32","WBGene00016303",NA,NA,NA
"fbxc-7","WBGene00016302",NA,NA,NA
"sdz-4","WBGene00016309",NA,NA,NA
"C32B5.7","WBGene00016300",NA,NA,NA
"C32B5.18","WBGene00235351",NA,NA,NA
"C32B5.13","WBGene00016306",NA,NA,NA
"fbxc-18","WBGene00016307",NA,NA,NA
"C32B5.6","WBGene00016299",NA,NA,NA
"C32B5.15","WBGene00016308",NA,NA,NA
"fbxc-14","WBGene00016298",NA,NA,NA
"fbxc-17","WBGene00044419",NA,NA,NA
"fbxc-15","WBGene00016297",NA,NA,NA
"srh-274","WBGene00005479",NA,NA,NA
"fbxc-40","WBGene00016295",NA,NA,NA
"fbxc-39","WBGene00018456","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box"
"fbxc-42","WBGene00018455",NA,NA,NA
"F45D11.7","WBGene00043327",NA,NA,NA
"F45D11.11","WBGene00043328",NA,NA,NA
"fbxb-29","WBGene00018457",NA,NA,NA
"fbxb-30","WBGene00018458",NA,NA,NA
"F45D11.5","WBGene00018452","Unassigned","Unassigned","Unassigned"
"F45D11.14","WBGene00018459",NA,NA,NA
"F45D11.15","WBGene00018460",NA,NA,NA
"F45D11.16","WBGene00018461",NA,NA,NA
"btb-11","WBGene00019700",NA,NA,NA
"M01D1.12","WBGene00269373",NA,NA,NA
"math-34","WBGene00019699",NA,NA,NA
"fbxb-39","WBGene00019702",NA,NA,NA
"fbxb-41","WBGene00019703",NA,NA,NA
"fbxb-45","WBGene00019705",NA,NA,NA
"str-148","WBGene00006195","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str"
"fbxb-40","WBGene00019704",NA,NA,NA
"K02E7.7","WBGene00019312",NA,NA,NA
"btb-10","WBGene00019313","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"K02E7.10","WBGene00019314",NA,NA,NA
"K02E7.12","WBGene00019316",NA,NA,NA
"K02E7.4","WBGene00019309",NA,NA,NA
"K02E7.11","WBGene00019315",NA,NA,NA
"K02E7.1","WBGene00019306",NA,NA,NA
"snf-3","WBGene00004902","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier"
"pho-14","WBGene00020471","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase"
"T13B5.9","WBGene00020476","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned"
"col-40","WBGene00000617","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"lips-11","WBGene00020472",NA,NA,NA
"lips-12","WBGene00020473",NA,NA,NA
"lips-13","WBGene00020474",NA,NA,NA
"sut-1","WBGene00020475","mRNA functions","mRNA functions: processing","mRNA functions: processing: snRNP"
"eri-3","WBGene00021103","Non-coding RNA","Non-coding RNA: small RNA","Non-coding RNA: small RNA: unassigned"
"taf-6.1","WBGene00006387","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: TFIID"
"W09B6.4","WBGene00021104","Unassigned","Unassigned","Unassigned"
"pod-2","WBGene00004076",NA,NA,NA
"W09B6.5","WBGene00021105",NA,NA,NA
"T23F4.2","WBGene00020740","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"dlhd-1","WBGene00020741","Unassigned","Unassigned","Unassigned: hydrolase"
"nas-27","WBGene00003545","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"F53A10.2","WBGene00018734","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rap"
"lin-42","WBGene00018572","Development","Development: somatic","Development: somatic"
"clec-119","WBGene00018575","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin"
"F47F6.9","WBGene00023410",NA,NA,NA
"oac-30","WBGene00018573",NA,NA,NA
"srw-66","WBGene00005813",NA,NA,NA
"Y57G7A.5","WBGene00021968",NA,NA,NA
"Y57G7A.11","WBGene00021974","Unassigned","Unassigned","Unassigned"
"srz-63","WBGene00023499",NA,NA,NA
"Y57G7A.6","WBGene00021969",NA,NA,NA
"Y57G7A.3","WBGene00021967",NA,NA,NA
"srz-64","WBGene00021970",NA,NA,NA
"Y57G7A.2","WBGene00021966",NA,NA,NA
"Y57G7A.1","WBGene00021965","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"glb-31","WBGene00021972","Globin","Globin","Globin"
"emc-2","WBGene00021973","Transmembrane protein","Transmembrane protein: ER","Transmembrane protein: ER"
"alh-6","WBGene00000112","Metabolism","Metabolism: amino acid","Metabolism: amino acid: breakdown"
"fcho-1","WBGene00018974","Unassigned","Unassigned","Unassigned"
"vig-1","WBGene00006924","mRNA functions","mRNA functions: binding","mRNA functions: binding: unassigned"
"jip-1","WBGene00002176","Signaling","Signaling: MAPK","Signaling: MAPK"
"C13A10.1","WBGene00015728","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"C13A10.2","WBGene00015729","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"F54D12.4","WBGene00018817",NA,NA,NA
"rog-1","WBGene00018819","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: meiotic functions"
"F54D12.10","WBGene00044424",NA,NA,NA
"F54D12.9","WBGene00018822",NA,NA,NA
"F54D12.7","WBGene00018820",NA,NA,NA
"aat-7","WBGene00000008","Transmembrane transport","Transmembrane transport: amino acid","Transmembrane transport: amino acid"
"F54D12.11","WBGene00044425",NA,NA,NA
"F54D12.8","WBGene00018821",NA,NA,NA
"F54D12.2","WBGene00018816",NA,NA,NA
"F54D12.1","WBGene00018815",NA,NA,NA
"Y51H7C.8","WBGene00021786",NA,NA,NA
"Y51H7C.7","WBGene00021785","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"cogc-4","WBGene00021784","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: oligomeric Golgi complex"
"Y51H7C.9","WBGene00021787","Metabolism","Metabolism: amino acid","Metabolism: amino acid: breakdown"
"Y51H7C.5","WBGene00021783","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA: methylation"
"Y51H7C.10","WBGene00021788","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"nol-6","WBGene00021789","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"Y51H7C.3","WBGene00021781","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"Y51H7C.12","WBGene00021790",NA,NA,NA
"scl-17","WBGene00021780",NA,NA,NA
"Y51H7C.15","WBGene00044439",NA,NA,NA
"Y51H7C.13","WBGene00021791",NA,NA,NA
"Y51H7C.1","WBGene00021779",NA,NA,NA
"H17B01.2","WBGene00000646",NA,NA,NA
"H17B01.5","WBGene00044643","Unassigned","Unassigned","Unassigned"
"emc-1","WBGene00019209","Transmembrane protein","Transmembrane protein: ER","Transmembrane protein: ER"
"fgt-1","WBGene00019207","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier"
"math-45","WBGene00021772",NA,NA,NA
"Y51H7BR.8","WBGene00044645","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y51H7BR.7","WBGene00021778","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y51H7BR.4","WBGene00021776",NA,NA,NA
"fbxb-43","WBGene00021774",NA,NA,NA
"fbxb-42","WBGene00021773",NA,NA,NA
"fbxb-44","WBGene00019416",NA,NA,NA
"poml-4","WBGene00044697",NA,NA,NA
"K05F6.4","WBGene00019415",NA,NA,NA
"K05F6.12","WBGene00045486",NA,NA,NA
"fbxb-52","WBGene00019417",NA,NA,NA
"fbxb-51","WBGene00019414",NA,NA,NA
"fbxb-54","WBGene00019418",NA,NA,NA
"fbxb-50","WBGene00019413",NA,NA,NA
"K05F6.14","WBGene00219239",NA,NA,NA
"K05F6.8","WBGene00019419",NA,NA,NA
"fbxb-49","WBGene00019412",NA,NA,NA
"fbxb-46","WBGene00019420",NA,NA,NA
"K05F6.10","WBGene00019421",NA,NA,NA
"math-38","WBGene00020326",NA,NA,NA
"T07H3.10","WBGene00219321",NA,NA,NA
"clec-21","WBGene00020327",NA,NA,NA
"T07H3.8","WBGene00194704",NA,NA,NA
"T07H3.7","WBGene00044429",NA,NA,NA
"clec-20","WBGene00020328",NA,NA,NA
"bath-46","WBGene00020325",NA,NA,NA
"bath-26","WBGene00020329",NA,NA,NA
"bath-47","WBGene00006464",NA,NA,NA
"bath-33","WBGene00015595",NA,NA,NA
"fbxa-163","WBGene00015598",NA,NA,NA
"fbxa-164","WBGene00015599",NA,NA,NA
"fbxa-165","WBGene00015600",NA,NA,NA
"fbxa-166","WBGene00015601",NA,NA,NA
"fbxa-158","WBGene00015602",NA,NA,NA
"fbxa-160","WBGene00015604",NA,NA,NA
"C08E3.14","WBGene00044415",NA,NA,NA
"C08E3.15","WBGene00044416",NA,NA,NA
"C08E3.13","WBGene00015605",NA,NA,NA
"C08E3.1","WBGene00015593",NA,NA,NA
"srg-20","WBGene00005177",NA,NA,NA
"srh-72","WBGene00005293",NA,NA,NA
"ZC204.6","WBGene00022556",NA,NA,NA
"ZC204.17","WBGene00194714",NA,NA,NA
"fbxb-21","WBGene00022558",NA,NA,NA
"fbxb-20","WBGene00022559",NA,NA,NA
"fbxb-16","WBGene00022560",NA,NA,NA
"fbxb-15","WBGene00022557",NA,NA,NA
"btb-13","WBGene00022561",NA,NA,NA
"btb-12","WBGene00022555",NA,NA,NA
"ZC204.12","WBGene00022562",NA,NA,NA
"ZC204.13","WBGene00022563",NA,NA,NA
"ZC204.14","WBGene00022564",NA,NA,NA
"duxl-1","WBGene00022554",NA,NA,NA
"ZC204.1","WBGene00022553",NA,NA,NA
"srw-97","WBGene00005844",NA,NA,NA
"nhx-6","WBGene00003734",NA,NA,NA
"fbxb-17","WBGene00019037",NA,NA,NA
"irld-37","WBGene00019038",NA,NA,NA
"irld-36","WBGene00019036",NA,NA,NA
"fbxb-26","WBGene00019035",NA,NA,NA
"fbxb-25","WBGene00019034",NA,NA,NA
"fbxb-18","WBGene00019039",NA,NA,NA
"fbxb-19","WBGene00019040",NA,NA,NA
"fbxc-22","WBGene00019041",NA,NA,NA
"fbxc-21","WBGene00019042",NA,NA,NA
"fbxc-26","WBGene00019043",NA,NA,NA
"F58E1.13","WBGene00019044",NA,NA,NA
"fbxb-47","WBGene00019045",NA,NA,NA
"sdz-18","WBGene00018442",NA,NA,NA
"math-29","WBGene00018441",NA,NA,NA
"F45C12.9","WBGene00018440",NA,NA,NA
"fbxa-184","WBGene00018439",NA,NA,NA
"btb-7","WBGene00018443",NA,NA,NA
"btb-6","WBGene00018438",NA,NA,NA
"fbxb-48","WBGene00018444",NA,NA,NA
"fbxb-5","WBGene00018445",NA,NA,NA
"btb-8","WBGene00018437",NA,NA,NA
"fbxb-11","WBGene00018436",NA,NA,NA
"F45C12.17","WBGene00269388",NA,NA,NA
"btb-9","WBGene00018435",NA,NA,NA
"ceh-81","WBGene00018434","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain"
"ceh-82","WBGene00018433",NA,NA,NA
"ceh-83","WBGene00018446",NA,NA,NA
"irld-9","WBGene00018447",NA,NA,NA
"irld-33","WBGene00018432",NA,NA,NA
"K07G6.1","WBGene00019502",NA,NA,NA
"F36H5.12","WBGene00206518",NA,NA,NA
"clec-19","WBGene00018105",NA,NA,NA
"F36H5.13","WBGene00206519",NA,NA,NA
"F36H5.8","WBGene00018106",NA,NA,NA
"F36H5.9","WBGene00018107",NA,NA,NA
"F36H5.17","WBGene00270293",NA,NA,NA
"F36H5.10","WBGene00018108",NA,NA,NA
"fbxb-53","WBGene00018104",NA,NA,NA
"F36H5.4","WBGene00018103",NA,NA,NA
"math-28","WBGene00018102",NA,NA,NA
"math-27","WBGene00018101",NA,NA,NA
"math-26","WBGene00018100",NA,NA,NA
"math-3","WBGene00015608",NA,NA,NA
"F36H5.14","WBGene00219271",NA,NA,NA
"math-4","WBGene00015609",NA,NA,NA
"C08F1.11","WBGene00044417",NA,NA,NA
"C08F1.10","WBGene00015613",NA,NA,NA
"C08F1.6","WBGene00015610",NA,NA,NA
"fbxb-13","WBGene00015607",NA,NA,NA
"math-2","WBGene00015606",NA,NA,NA
"C08F1.12","WBGene00269389",NA,NA,NA
"C08F1.8","WBGene00015611",NA,NA,NA
"fbxb-10","WBGene00020362",NA,NA,NA
"fbxa-3","WBGene00020363",NA,NA,NA
"fbxc-19","WBGene00020361",NA,NA,NA
"math-41","WBGene00020360",NA,NA,NA
"math-40","WBGene00020359",NA,NA,NA
"math-39","WBGene00020358",NA,NA,NA
"T08E11.8","WBGene00020364",NA,NA,NA
"T08E11.1","WBGene00020357",NA,NA,NA
"C52E2.5","WBGene00016884",NA,NA,NA
"C52E2.4","WBGene00016883",NA,NA,NA
"fbxb-97","WBGene00016885",NA,NA,NA
"fbxb-96","WBGene00016886",NA,NA,NA
"C52E2.3","WBGene00016882",NA,NA,NA
"C52E2.2","WBGene00016881",NA,NA,NA
"fbxb-95","WBGene00016880",NA,NA,NA
"C16C4.18","WBGene00194998",NA,NA,NA
"fbxb-98","WBGene00015830",NA,NA,NA
"C16C4.17","WBGene00044359",NA,NA,NA
"math-15","WBGene00015829",NA,NA,NA
"math-14","WBGene00015828",NA,NA,NA
"math-10","WBGene00015839",NA,NA,NA
"math-13","WBGene00015827",NA,NA,NA
"math-16","WBGene00015832",NA,NA,NA
"math-17","WBGene00015833",NA,NA,NA
"math-5","WBGene00015834",NA,NA,NA
"math-6","WBGene00015835",NA,NA,NA
"math-7","WBGene00015836",NA,NA,NA
"math-8","WBGene00015837",NA,NA,NA
"math-9","WBGene00015838",NA,NA,NA
"C16C4.1","WBGene00015825",NA,NA,NA
"math-25","WBGene00016720",NA,NA,NA
"math-24","WBGene00016719",NA,NA,NA
"math-23","WBGene00016718",NA,NA,NA
"math-22","WBGene00016717",NA,NA,NA
"math-31","WBGene00018663","Unassigned","Unassigned","Unassigned: meprin-associated Traf homology domain"
"bath-4","WBGene00018665",NA,NA,NA
"bath-7","WBGene00018667",NA,NA,NA
"bath-2","WBGene00018668",NA,NA,NA
"F52C6.4","WBGene00018661",NA,NA,NA
"F52C6.3","WBGene00018660",NA,NA,NA
"F52C6.2","WBGene00018659",NA,NA,NA
"F52C6.12","WBGene00018669",NA,NA,NA
"F52C6.13","WBGene00018670",NA,NA,NA
"F52C6.14","WBGene00018671",NA,NA,NA
"ZK250.13","WBGene00235352",NA,NA,NA
"ZK250.14","WBGene00235354",NA,NA,NA
"math-48","WBGene00022689",NA,NA,NA
"ZK250.2","WBGene00022685",NA,NA,NA
"math-49","WBGene00022690",NA,NA,NA
"math-50","WBGene00022691",NA,NA,NA
"ZK250.9","WBGene00022692",NA,NA,NA
"Y16E11A.2","WBGene00021194",NA,NA,NA
"math-44","WBGene00021193",NA,NA,NA
"math-21","WBGene00016556",NA,NA,NA
"math-20","WBGene00016555",NA,NA,NA
"math-19","WBGene00016554",NA,NA,NA
"ceh-84","WBGene00016557",NA,NA,NA
"F59H6.5","WBGene00019136",NA,NA,NA
"F59H6.15","WBGene00269394",NA,NA,NA
"F59H6.2","WBGene00019133",NA,NA,NA
"cya-2","WBGene00000864",NA,NA,NA
"bath-21","WBGene00019138",NA,NA,NA
"bath-1","WBGene00019139",NA,NA,NA
"bath-3","WBGene00019140",NA,NA,NA
"bath-5","WBGene00019141",NA,NA,NA
"btb-4","WBGene00019142",NA,NA,NA
"F59H6.14","WBGene00206415",NA,NA,NA
"bath-19","WBGene00019132",NA,NA,NA
"bath-20","WBGene00015012",NA,NA,NA
"bath-24","WBGene00015014",NA,NA,NA
"math-1","WBGene00015015","Unassigned","Unassigned","Unassigned: meprin-associated Traf homology domain"
"F07E5.4","WBGene00017209",NA,NA,NA
"fbxb-35","WBGene00017208",NA,NA,NA
"F07E5.5","WBGene00017210","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"fbxb-36","WBGene00017211",NA,NA,NA
"fbxb-6","WBGene00017207",NA,NA,NA
"F07E5.12","WBGene00219315",NA,NA,NA
"F07E5.7","WBGene00017212",NA,NA,NA
"F07E5.8","WBGene00017213",NA,NA,NA
"F07E5.9","WBGene00017214",NA,NA,NA
"T16A1.4","WBGene00020535",NA,NA,NA
"T16A1.5","WBGene00020536",NA,NA,NA
"fbxc-49","WBGene00020534",NA,NA,NA
"trpl-5","WBGene00004149","Unassigned","Unassigned","Unassigned: prion domain"
"T16A1.10","WBGene00269431",NA,NA,NA
"fbxb-37","WBGene00020537",NA,NA,NA
"T16A1.2","WBGene00020533",NA,NA,NA
"math-42","WBGene00020532",NA,NA,NA
"R52.4","WBGene00020076",NA,NA,NA
"R52.5","WBGene00020077",NA,NA,NA
"R52.6","WBGene00020078",NA,NA,NA
"srh-195","WBGene00005408",NA,NA,NA
"math-37","WBGene00020080",NA,NA,NA
"sdz-28","WBGene00020073","Development","Development: somatic","Development: somatic"
"hpo-7","WBGene00016548","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y "
"C40A11.4","WBGene00016547",NA,NA,NA
"C40A11.3","WBGene00016546",NA,NA,NA
"C40A11.6","WBGene00016549",NA,NA,NA
